period,country,country_key,iso3,is_aggregate,sex,age,comparison_group,comparison_label,reporting_country_rate_pct,comparison_rate_pct,employment_rate_gap_pp
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,stateless,Stateless,65.74000000000001,34.15,-31.59000000000001
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu27_total,EU27 citizens,36.459999999999994,36.6,0.14000000000000767
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,36.459999999999994,42.0,5.540000000000006
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,36.459999999999994,39.5,3.0400000000000063
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,36.459999999999994,38.4,1.9400000000000048
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu27_total,EU27 citizens,50.32000000000001,50.67999999999999,0.3599999999999852
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.32000000000001,59.879999999999995,9.559999999999988
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,50.32000000000001,55.92,5.599999999999994
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,no_response,No response,50.32000000000001,56.9,6.579999999999991
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,50.32000000000001,54.21999999999999,3.8999999999999844
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu27_total,EU27 citizens,65.89999999999999,66.32000000000001,0.4200000000000159
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,65.89999999999999,75.7,9.800000000000011
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,65.89999999999999,69.32000000000001,3.420000000000016
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,no_response,No response,65.89999999999999,63.1,-2.79999999999999
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,65.89999999999999,66.44000000000001,0.5400000000000205
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,stateless,Stateless,65.89999999999999,57.4,-8.499999999999993
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu27_total,EU27 citizens,75.97999999999999,76.14,0.1600000000000108
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,75.97999999999999,80.33999999999999,4.359999999999999
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,75.97999999999999,73.5,-2.4799999999999898
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,75.97999999999999,62.43333333333334,-13.546666666666653
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.97999999999999,69.97999999999999,-6.0
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,75.97999999999999,55.05,-20.929999999999993
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu27_total,EU27 citizens,73.66,73.88000000000001,0.22000000000001307
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,73.66,78.94000000000001,5.280000000000015
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,73.66,72.52000000000001,-1.1399999999999864
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,no_response,No response,73.66,62.26666666666667,-11.393333333333324
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,73.66,69.06,-4.599999999999994
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,stateless,Stateless,73.66,56.04,-17.619999999999997
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,eu27_total,EU27 citizens,34.739999999999995,34.86,0.12000000000000455
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,34.739999999999995,38.52,3.7800000000000082
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,34.739999999999995,34.559999999999995,-0.17999999999999972
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,34.739999999999995,32.739999999999995,-2.0
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,eu27_total,EU27 citizens,48.519999999999996,48.760000000000005,0.2400000000000091
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,48.519999999999996,55.239999999999995,6.719999999999999
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,48.519999999999996,48.720000000000006,0.20000000000000995
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,no_response,No response,48.519999999999996,52.35,3.8300000000000054
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,48.519999999999996,45.88,-2.6399999999999935
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,stateless,Stateless,48.519999999999996,39.2,-9.319999999999993
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,eu27_total,EU27 citizens,63.17999999999999,63.42,0.2400000000000091
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,63.17999999999999,68.64,5.460000000000008
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,63.17999999999999,59.160000000000004,-4.019999999999989
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,no_response,No response,63.17999999999999,53.166666666666664,-10.013333333333328
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,63.17999999999999,54.779999999999994,-8.399999999999999
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,stateless,Stateless,63.17999999999999,44.0,-19.179999999999993
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,eu27_total,EU27 citizens,72.24000000000001,72.28,0.03999999999999204
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,72.24000000000001,73.54,1.2999999999999972
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,72.24000000000001,63.82000000000001,-8.420000000000002
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,no_response,No response,72.24000000000001,53.625,-18.61500000000001
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,72.24000000000001,58.64000000000001,-13.600000000000001
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,stateless,Stateless,72.24000000000001,45.86,-26.38000000000001
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,eu27_total,EU27 citizens,69.7,69.78,0.0799999999999983
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.7,72.24000000000001,2.5400000000000063
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,69.7,62.92,-6.780000000000001
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,no_response,No response,69.7,52.900000000000006,-16.799999999999997
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,69.7,57.88000000000001,-11.819999999999993
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,stateless,Stateless,69.7,45.61999999999999,-24.080000000000013
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.466666666666665,29.599999999999998,0.13333333333333286
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,29.466666666666665,35.46666666666667,6.0000000000000036
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,29.466666666666665,27.900000000000002,-1.5666666666666629
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 24 years,no_response,No response,29.466666666666665,48.85,19.383333333333336
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,29.466666666666665,24.13333333333333,-5.333333333333336
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 29 years,eu27_total,EU27 citizens,43.71666666666666,43.9,0.18333333333333712
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,43.71666666666666,50.35,6.63333333333334
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,43.71666666666666,38.56666666666667,-5.1499999999999915
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 29 years,no_response,No response,43.71666666666666,55.51666666666666,11.799999999999997
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,43.71666666666666,32.333333333333336,-11.383333333333326
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,eu27_total,EU27 citizens,57.333333333333336,57.449999999999996,0.11666666666666003
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,57.333333333333336,59.96666666666666,2.6333333333333258
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,57.333333333333336,47.01666666666667,-10.316666666666663
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,no_response,No response,57.333333333333336,52.76666666666667,-4.566666666666663
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,57.333333333333336,39.73333333333333,-17.60000000000001
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 39 years,stateless,Stateless,57.333333333333336,33.75,-23.583333333333336
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,eu27_total,EU27 citizens,64.91666666666667,64.91666666666667,0.0
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,64.91666666666667,64.61666666666667,-0.29999999999999716
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,64.91666666666667,52.46666666666666,-12.45000000000001
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,no_response,No response,64.91666666666667,53.583333333333336,-11.333333333333336
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,64.91666666666667,45.166666666666664,-19.750000000000007
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,stateless,Stateless,64.91666666666667,35.46666666666667,-29.450000000000003
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,eu27_total,EU27 citizens,61.599999999999994,61.666666666666664,0.06666666666666998
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,61.599999999999994,63.333333333333336,1.7333333333333414
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,61.599999999999994,51.666666666666664,-9.93333333333333
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,no_response,No response,61.599999999999994,52.73333333333333,-8.866666666666667
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,61.599999999999994,44.599999999999994,-17.0
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 64 years,stateless,Stateless,61.599999999999994,34.3,-27.299999999999997
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 24 years,eu27_total,EU27 citizens,33.53333333333333,33.733333333333334,0.20000000000000284
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,33.53333333333333,41.56666666666667,8.033333333333339
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,33.53333333333333,35.199999999999996,1.6666666666666643
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 24 years,no_response,No response,33.53333333333333,46.6,13.06666666666667
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,33.53333333333333,32.31666666666667,-1.2166666666666615
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 29 years,eu27_total,EU27 citizens,49.1,49.449999999999996,0.3499999999999943
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,49.1,61.1,12.0
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,49.1,51.300000000000004,2.200000000000003
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 29 years,no_response,No response,49.1,56.98333333333334,7.88333333333334
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,49.1,46.449999999999996,-2.6500000000000057
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,eu27_total,EU27 citizens,65.41666666666667,65.75,0.3333333333333286
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,65.41666666666667,75.51666666666665,10.09999999999998
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,65.41666666666667,66.01666666666667,0.5999999999999943
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,no_response,No response,65.41666666666667,61.083333333333336,-4.333333333333336
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,65.41666666666667,61.0,-4.416666666666671
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 39 years,stateless,Stateless,65.41666666666667,48.36666666666667,-17.050000000000004
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,eu27_total,EU27 citizens,74.31666666666668,74.46666666666665,0.14999999999997726
2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,74.31666666666668,78.75,4.433333333333323
