YEAR,period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,obs_flag,conf_status
2017,2014-2019,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.1,,
2018,2014-2019,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,28.3,,
2019,2014-2019,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.4,,
2020,2020-2024,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,24.5,,
2021,2020-2024,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.3,b,
2022,2020-2024,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.0,,
2023,2020-2024,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.8,,
2024,2020-2024,Luxembourg,LUX,LUX,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,27.4,,
2014,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,28.2,,
2015,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,31.9,,
2016,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.9,,
2017,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.1,,
2018,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.7,,
2019,2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.2,,
2020,2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.5,,
2021,2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.0,b,
2022,2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.9,,
2023,2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.2,,
2024,2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,28.5,,
2014,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.9,,
2015,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.8,,
2016,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.3,,
2017,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.3,,
2018,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,20.0,,
2019,2014-2019,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,23.0,,
2020,2020-2024,Montenegro,MNE,MNE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.1,,
2014,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,11.3,,
2015,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.3,,
2016,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,11.8,,
2017,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,12.0,,
2018,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,12.8,,
2019,2014-2019,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.8,,
2020,2020-2024,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.3,,
2021,2020-2024,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,13.3,b,
2022,2020-2024,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,12.6,,
2023,2020-2024,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,13.1,,
2024,2020-2024,North Macedonia,MKD,MKD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.0,,
2014,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.3,,
2015,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,44.8,,
2016,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,44.0,,
2017,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,46.6,,
2018,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,51.1,,
2019,2014-2019,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,48.9,,
2020,2020-2024,Malta,MLT,MLT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,48.3,,
2014,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,59.6,,
2015,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,62.4,,
2016,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,62.5,,
2017,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,64.2,,
2018,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,66.0,,
2019,2014-2019,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,67.0,,
2020,2020-2024,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,64.6,,
2021,2020-2024,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,74.7,b,
2022,2020-2024,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,76.1,,
2023,2020-2024,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,77.1,,
2024,2020-2024,Netherlands,NLD,NLD,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,77.2,,
2014,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,52.7,,
2015,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,52.4,,
2016,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,50.8,,
2017,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,49.9,,
2018,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,50.9,,
2019,2014-2019,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,51.2,,
2020,2020-2024,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,50.5,,
2021,2020-2024,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,56.1,b,
2022,2020-2024,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,59.9,,
2023,2020-2024,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,59.9,,
2024,2020-2024,Norway,NOR,NOR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,59.4,,
2014,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.3,,
2015,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.3,,
2016,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,23.7,,
2017,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.1,,
2018,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.9,,
2019,2014-2019,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,27.9,b,
2020,2020-2024,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,24.4,,
2021,2020-2024,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,23.2,b,
2022,2020-2024,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,24.0,,
2023,2020-2024,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.0,,
2024,2020-2024,Poland,POL,POL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.5,,
2014,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.6,,
2015,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.6,,
2016,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,22.3,,
2017,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,23.9,,
2018,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.2,,
2019,2014-2019,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.4,,
2020,2020-2024,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.3,,
2021,2020-2024,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.6,b,
2022,2020-2024,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,22.7,,
2023,2020-2024,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.1,,
2024,2020-2024,Portugal,PRT,PRT,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,25.4,,
2014,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.0,,
2015,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.3,,
2016,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.1,,
2017,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,20.4,,
2018,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,20.3,,
2019,2014-2019,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.3,,
2020,2020-2024,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.7,,
2021,2020-2024,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,16.1,b,
2022,2020-2024,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.3,,
2023,2020-2024,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,13.7,,
2024,2020-2024,Romania,ROU,ROU,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.7,,
2014,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,10.8,b,
2015,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,11.8,,
2016,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.2,,
2017,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.3,,
2018,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.8,,
2019,2014-2019,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.9,,
2020,2020-2024,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.8,,
2021,2020-2024,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.2,b,
2022,2020-2024,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.5,,
2023,2020-2024,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.2,,
2024,2020-2024,Serbia,SRB,SRB,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.2,,
2014,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,45.4,,
2015,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,46.9,,
2016,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.6,,
2017,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.4,,
2018,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.7,b,
2019,2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.0,,
2020,2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,41.5,,
2021,2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,42.9,b,
2022,2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,44.1,,
2023,2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,45.4,,
2024,2020-2024,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,44.4,,
2014,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,24.6,,
2015,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,27.5,,
2016,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.2,,
2017,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.3,,
2018,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,31.1,,
2019,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.5,,
2020,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,23.8,,
2021,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.1,b,
2022,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,29.0,,
2023,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,27.5,,
2024,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,27.6,,
2014,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,16.4,,
2015,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.0,,
2016,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.2,,
2017,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,21.2,,
2018,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,20.5,,
2019,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.9,,
2020,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,16.6,,
2021,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.8,b,
2022,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,15.8,,
2023,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.8,,
2024,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.3,,
2014,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,48.8,,
2015,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,50.5,,
2016,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,51.9,,
2017,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,51.8,,
2018,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,50.8,,
2019,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,51.6,,
2014,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,47.5,,
2015,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,45.8,,
2016,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,45.4,,
2017,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,44.3,,
2018,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,46.1,,
2019,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,41.5,,
2020,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,49.5,,
2021,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,40.2,b,
2022,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,44.2,,
2023,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,42.3,,
2024,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,46.1,,
2014,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,20.5,,
2015,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,21.9,,
2016,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.5,,
2017,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.8,b,
2018,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,21.8,,
2019,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,28.0,,
2020,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,20.6,,
2021,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,18.4,b,
2022,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,19.9,,
2023,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,26.5,,
2024,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.1,,
2014,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,57.6,,
2015,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,56.0,,
2016,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,57.0,,
2017,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,55.2,,
2018,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,58.1,,
2019,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,56.4,,
2020,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,56.4,,
2021,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,55.9,b,
2022,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,53.7,,
2023,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,54.5,,
2024,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,50.8,,
2014,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,24.7,u,
2015,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,25.8,u,
2016,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,25.6,u,
2017,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,30.8,,
2018,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,38.8,,
2019,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,32.9,u,
2020,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,30.7,u,
2021,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,31.1,bu,
2022,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,37.5,u,
2023,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,55.6,,
2024,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,41.2,,
2014,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,41.4,u,
2015,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,36.2,u,
2016,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,42.4,u,
2017,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,41.4,u,
2018,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,44.3,u,
2019,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,57.7,u,
2020,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,51.8,u,
2021,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.0,bu,
2022,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,40.4,u,
2023,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,44.0,u,
2024,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,48.1,u,
2014,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,43.9,,
2015,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,43.6,,
2016,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,47.4,,
2017,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,46.7,,
2018,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,48.9,,
2019,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,48.6,,
2020,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,47.6,b,
2021,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,44.2,b,
2022,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,45.7,,
2023,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,47.9,,
2024,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,46.0,,
2014,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,45.4,u,
2015,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,52.9,u,
2016,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,61.8,bu,
2017,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,57.5,bu,
